Instance Name,Nominal Voltage,Internal Power,Switch Power,Leakage Power,Total Power
count_16__reg_p,1.2,3.856e-06,0.000e+00,8.440e-10,3.857e-06
count_15__reg_p,1.2,3.854e-06,0.000e+00,8.507e-10,3.854e-06
count_19__reg_p,1.2,3.854e-06,0.000e+00,8.507e-10,3.854e-06
count_21__reg_p,1.2,3.852e-06,0.000e+00,8.507e-10,3.852e-06
count_20__reg_p,1.2,3.850e-06,0.000e+00,8.507e-10,3.850e-06
count_22__reg_p,1.2,3.844e-06,0.000e+00,8.397e-10,3.845e-06
led[0]_reg_p,1.2,3.839e-06,0.000e+00,8.692e-10,3.840e-06
led[1]_reg_p,1.2,3.834e-06,0.000e+00,8.373e-10,3.834e-06
led[15]_reg_p,1.2,3.680e-06,0.000e+00,8.368e-10,3.680e-06
led[7]_reg_p,1.2,3.674e-06,0.000e+00,8.368e-10,3.675e-06
led[5]_reg_p,1.2,3.674e-06,0.000e+00,8.368e-10,3.675e-06
led[6]_reg_p,1.2,3.674e-06,0.000e+00,8.368e-10,3.675e-06
led[8]_reg_p,1.2,3.674e-06,0.000e+00,8.368e-10,3.675e-06
led[9]_reg_p,1.2,3.674e-06,0.000e+00,8.368e-10,3.675e-06
led[14]_reg_p,1.2,3.674e-06,0.000e+00,8.368e-10,3.675e-06
led[13]_reg_p,1.2,3.674e-06,0.000e+00,8.368e-10,3.675e-06
led[12]_reg_p,1.2,3.674e-06,0.000e+00,8.368e-10,3.675e-06
led[2]_reg_p,1.2,3.674e-06,0.000e+00,8.368e-10,3.675e-06
led[11]_reg_p,1.2,3.674e-06,0.000e+00,8.368e-10,3.675e-06
led[10]_reg_p,1.2,3.674e-06,0.000e+00,8.368e-10,3.675e-06
led[3]_reg_p,1.2,3.674e-06,0.000e+00,8.368e-10,3.675e-06
led[4]_reg_p,1.2,3.674e-06,0.000e+00,8.368e-10,3.675e-06
count_15__reg_p_D_AOI21X0P5H7R_Y,1.2,3.642e-06,0.000e+00,8.717e-11,3.642e-06
count_11__reg_p_D_AOI21X0P5H7R_Y,1.2,3.576e-06,0.000e+00,8.717e-11,3.576e-06
count_4__reg_p,1.2,3.548e-06,0.000e+00,8.372e-10,3.548e-06
count_26__NOR4X0P5H7R_A_Y_NAND3X0P5H7R_A_Y_NOR3X3H7R_A_C_NAND3X0P5H7R_Y,1.2,3.391e-06,0.000e+00,4.281e-11,3.391e-06
count_0__reg_p,1.2,3.369e-06,0.000e+00,8.370e-10,3.370e-06
count_13__reg_p_D_NOR2X0P5H7R_Y_B_XNOR2X0P5H7R_Y_B_NOR4X0P5H7R_Y_D_NAND3X0P5H7R_Y,1.2,3.363e-06,0.000e+00,4.454e-11,3.363e-06
count_26__NOR4X0P5H7R_A_Y_AND4X0P5H7R_B_Y_AOAI211X0P5H7R_C0,1.2,3.360e-06,0.000e+00,8.166e-11,3.360e-06
count_19__reg_p_D_AOI21X1P4H7R_Y_A1_OR3X1P4H7R_Y_B_NAND3X0P5H7R_Y,1.2,3.352e-06,0.000e+00,4.415e-11,3.353e-06
led[0]_reg_p_D_MUXI2X0P5H7R_Y,1.2,3.338e-06,0.000e+00,3.177e-10,3.338e-06
count_3__reg_p_D_NOR2X0P5H7R_Y_B_XOR2X0P5H7R_Y_B_NAND3X0P5H7R_Y,1.2,3.163e-06,0.000e+00,4.381e-11,3.163e-06
count_17__reg_p_D_AOI2XB1X1H7R_Y_A1N_NOR3X1P4H7R_Y,1.2,3.082e-06,0.000e+00,8.183e-11,3.082e-06
count_5__reg_p_D_NOR2X0P5H7R_Y_B_XOR2X0P5H7R_Y,1.2,3.053e-06,0.000e+00,3.553e-10,3.053e-06
count_15__reg_p_D_AOI21X0P5H7R_Y_A1_NAND3BX0P5H7R_Y,1.2,2.973e-06,0.000e+00,1.149e-10,2.973e-06
count_26__NOR4X0P5H7R_A_Y_AND4X0P5H7R_B_Y_AOAI211X0P5H7R_C0_A1_OAI2BB1X0P5H7R_Y_B0_OA31X1H7R_Y,1.2,2.964e-06,0.000e+00,1.809e-10,2.964e-06
count_1__reg_p_D_NOR2X0P5H7R_Y_B_XNOR2X0P5H7R_Y,1.2,2.947e-06,0.000e+00,3.537e-10,2.947e-06
count_14__reg_p_D_NOR2X0P5H7R_Y_B_XNOR2X0P5H7R_Y,1.2,2.847e-06,0.000e+00,3.593e-10,2.847e-06
count_11__reg_p_D_AOI21X0P5H7R_Y_A1_NAND3BX0P5H7R_Y,1.2,2.764e-06,0.000e+00,1.161e-10,2.765e-06
led[1]_reg_p_D_MUX2X1P4H7R_Y,1.2,2.676e-06,0.000e+00,2.947e-10,2.676e-06
count_26__NOR4X0P5H7R_A_Y_NAND3X0P5H7R_A_Y_NOR3X3H7R_A_B_NAND4BX1P4H7R_Y_C_NOR4X0P5H7R_Y,1.2,2.634e-06,0.000e+00,5.994e-11,2.634e-06
count_13__reg_p_D_NOR2X0P5H7R_Y_B_XNOR2X0P5H7R_Y,1.2,2.510e-06,0.000e+00,3.593e-10,2.511e-06
count_9__reg_p_D_NOR2X0P5H7R_Y_B_XNOR2X0P5H7R_Y,1.2,2.436e-06,0.000e+00,3.580e-10,2.437e-06
count_10__reg_p_D_NOR2X0P5H7R_Y_B_XNOR2X0P5H7R_Y,1.2,2.431e-06,0.000e+00,3.568e-10,2.432e-06
count_26__NOR4X0P5H7R_A_Y_NAND3X0P5H7R_A_Y_NOR3X3H7R_A_B_NAND4BX1P4H7R_Y_D_NOR4X0P5H7R_Y,1.2,2.399e-06,0.000e+00,5.676e-11,2.399e-06
count_12__reg_p_D_NOR2X0P5H7R_Y_B_XNOR2X0P5H7R_Y,1.2,2.327e-06,0.000e+00,3.588e-10,2.328e-06
count_26__NOR4X0P5H7R_A_Y_NAND3X0P5H7R_A_Y_NOR3X3H7R_A_C_NAND3X0P5H7R_Y_C_NOR4X0P5H7R_Y,1.2,2.278e-06,0.000e+00,5.469e-11,2.278e-06
led[15]_reg_p_D_MUX2X1P4H7R_Y,1.2,2.251e-06,0.000e+00,2.929e-10,2.251e-06
led[8]_reg_p_D_MUX2X1P4H7R_Y,1.2,2.247e-06,0.000e+00,2.929e-10,2.248e-06
led[2]_reg_p_D_MUX2X1P4H7R_Y,1.2,2.247e-06,0.000e+00,2.929e-10,2.248e-06
led[4]_reg_p_D_MUX2X1P4H7R_Y,1.2,2.247e-06,0.000e+00,2.929e-10,2.248e-06
led[5]_reg_p_D_MUX2X1P4H7R_Y,1.2,2.247e-06,0.000e+00,2.929e-10,2.248e-06
led[3]_reg_p_D_MUX2X1P4H7R_Y,1.2,2.247e-06,0.000e+00,2.929e-10,2.248e-06
led[6]_reg_p_D_MUX2X1P4H7R_Y,1.2,2.247e-06,0.000e+00,2.929e-10,2.248e-06
led[7]_reg_p_D_MUX2X1P4H7R_Y,1.2,2.247e-06,0.000e+00,2.929e-10,2.248e-06
count_6__reg_p_D_NOR2X0P5H7R_Y_B_XOR2X0P5H7R_Y_B_NAND3X0P5H7R_Y,1.2,2.211e-06,0.000e+00,4.200e-11,2.211e-06
count_26__NOR4X0P5H7R_A_Y_AND4X0P5H7R_B_Y_AOAI211X0P5H7R_C0_Y_BUFX3H7R_A,1.2,2.106e-06,0.000e+00,2.647e-10,2.106e-06
count_13__reg_p_D_NOR2X0P5H7R_Y_B_XNOR2X0P5H7R_Y_B_NOR4X0P5H7R_Y_D_NOR4X1P4H7R_C,1.2,2.049e-06,0.000e+00,6.808e-11,2.049e-06
led[13]_reg_p_D_MUX2X0P5H7R_Y,1.2,2.033e-06,0.000e+00,2.614e-10,2.033e-06
led[12]_reg_p_D_MUX2X0P5H7R_Y,1.2,2.033e-06,0.000e+00,2.614e-10,2.033e-06
led[11]_reg_p_D_MUX2X0P5H7R_Y,1.2,2.033e-06,0.000e+00,2.614e-10,2.033e-06
led[10]_reg_p_D_MUX2X0P5H7R_Y,1.2,2.033e-06,0.000e+00,2.614e-10,2.033e-06
led[9]_reg_p_D_MUX2X0P5H7R_Y,1.2,2.033e-06,0.000e+00,2.614e-10,2.033e-06
led[14]_reg_p_D_MUX2X0P5H7R_Y,1.2,2.033e-06,0.000e+00,2.614e-10,2.033e-06
count_26__NOR4X0P5H7R_A_Y_AND4X0P5H7R_B_Y_AOAI211X0P5H7R_C0_B0_AOAI211X0P5H7R_Y,1.2,1.881e-06,0.000e+00,8.861e-11,1.881e-06
count_8__reg_p_D_AOI21X0P5H7R_Y_A0_OAI21X0P5H7R_Y,1.2,1.793e-06,0.000e+00,8.746e-11,1.794e-06
count_26__NOR4X0P5H7R_A_Y_NAND3X0P5H7R_A_Y_NOR3X3H7R_A_C_NAND3X0P5H7R_Y_A_NOR3X0P5H7R_Y,1.2,1.769e-06,0.000e+00,7.871e-11,1.769e-06
count_13__reg_p_D_NOR2X0P5H7R_Y_B_XNOR2X0P5H7R_Y_B_NOR4X0P5H7R_Y_D_NOR4X1P4H7R_C_D_NAND3X0P5H7R_Y,1.2,1.552e-06,0.000e+00,5.015e-11,1.552e-06
count_26__NOR4X0P5H7R_A_Y_NAND3X0P5H7R_A_Y_NOR3X3H7R_A_B_NAND4BX1P4H7R_Y_B_NOR3X0P5H7R_Y,1.2,1.545e-06,0.000e+00,6.970e-11,1.545e-06
count_26__NOR4X0P5H7R_A_Y_AND4X0P5H7R_B_Y_AOAI211X0P5H7R_C0_A1_OAI2BB1X0P5H7R_Y_A1N_OAI211X0P7H7R_Y,1.2,1.452e-06,0.000e+00,7.977e-11,1.452e-06
count_26__NOR4X0P5H7R_A_Y_AND4X0P5H7R_B_Y_AOAI211X0P5H7R_C0_A1_OAI2BB1X0P5H7R_Y,1.2,1.432e-06,0.000e+00,1.358e-10,1.432e-06
count_7__reg_p_D_NOR2X0P5H7R_Y,1.2,1.274e-06,0.000e+00,7.141e-11,1.274e-06
count_13__reg_p_D_NOR2X0P5H7R_Y_B_XNOR2X0P5H7R_Y_B_NOR4X0P5H7R_Y,1.2,1.254e-06,0.000e+00,4.570e-11,1.254e-06
count_3__reg_p_D_NOR2X0P5H7R_Y,1.2,1.242e-06,0.000e+00,7.141e-11,1.242e-06
count_12__reg_p_D_NOR2X0P5H7R_Y_B_XNOR2X0P5H7R_Y_B_NOR4X0P5H7R_Y,1.2,1.142e-06,0.000e+00,4.581e-11,1.143e-06
count_18__reg_p_D_AOI2XB1X1H7R_Y_A1N_NOR3X1P4H7R_Y_B_NAND2X0P5H7R_Y,1.2,1.139e-06,0.000e+00,5.939e-11,1.139e-06
count_12__reg_p_D_NOR2X0P5H7R_Y_B_XNOR2X0P5H7R_Y_B_NOR4X0P5H7R_Y_D_NAND2X0P5H7R_Y,1.2,1.112e-06,0.000e+00,6.151e-11,1.112e-06
count_2__reg_p_D_NOR2X0P5H7R_Y_B_XOR2X0P5H7R_Y_B_NAND2X0P5H7R_Y,1.2,1.040e-06,0.000e+00,5.770e-11,1.040e-06
count_6__reg_p_D_NOR2X0P5H7R_Y,1.2,1.026e-06,0.000e+00,7.128e-11,1.026e-06
count_9__reg_p_D_NOR2X0P5H7R_Y_B_XNOR2X0P5H7R_Y_B_NOR3BX0P5H7R_Y,1.2,1.003e-06,0.000e+00,1.488e-10,1.003e-06
count_2__reg_p_D_NOR2X0P5H7R_Y,1.2,9.934e-07,0.000e+00,7.128e-11,9.935e-07
count_11__reg_p_D_AOI21X0P5H7R_Y_A0_OAI2BB1X0P5H7R_Y,1.2,9.613e-07,0.000e+00,1.340e-10,9.614e-07
count_15__reg_p_D_AOI21X0P5H7R_Y_A0_OAI2BB1X0P5H7R_Y,1.2,8.874e-07,0.000e+00,1.329e-10,8.876e-07
count_4__reg_p_D_NOR2X0P5H7R_Y_B_XNOR2X0P5H7R_Y,1.2,8.128e-07,0.000e+00,3.617e-10,8.132e-07
count_29__reg_p,1.2,7.666e-07,0.000e+00,8.458e-10,7.674e-07
count_25__reg_p,1.2,7.665e-07,0.000e+00,8.458e-10,7.674e-07
count_28__reg_p,1.2,7.664e-07,0.000e+00,8.458e-10,7.673e-07
count_31__reg_p,1.2,7.664e-07,0.000e+00,8.458e-10,7.673e-07
count_26__reg_p,1.2,7.664e-07,0.000e+00,8.458e-10,7.672e-07
count_27__reg_p,1.2,7.664e-07,0.000e+00,8.458e-10,7.672e-07
count_30__reg_p,1.2,7.663e-07,0.000e+00,8.458e-10,7.672e-07
count_24__reg_p,1.2,7.663e-07,0.000e+00,8.458e-10,7.671e-07
count_5__reg_p_D_NOR2X0P5H7R_Y,1.2,7.604e-07,0.000e+00,7.065e-11,7.605e-07
count_10__reg_p_D_NOR2X0P5H7R_Y_B_XNOR2X0P5H7R_Y_B_NOR3X0P5H7R_Y,1.2,7.432e-07,0.000e+00,5.613e-11,7.432e-07
led[1]_reg_p_D_MUX2X1P4H7R_Y_B_NOR2BX1H7R_Z,1.2,7.362e-07,0.000e+00,1.668e-10,7.364e-07
count_1__reg_p_D_NOR2X0P5H7R_Y,1.2,7.274e-07,0.000e+00,7.063e-11,7.274e-07
count_14__reg_p_D_NOR2X0P5H7R_Y,1.2,6.606e-07,0.000e+00,6.930e-11,6.607e-07
count_10__reg_p_D_NOR2X0P5H7R_Y,1.2,6.481e-07,0.000e+00,6.983e-11,6.481e-07
count_9__reg_p_D_NOR2X0P5H7R_Y,1.2,6.379e-07,0.000e+00,6.957e-11,6.379e-07
count_13__reg_p_D_NOR2X0P5H7R_Y,1.2,6.322e-07,0.000e+00,6.930e-11,6.323e-07
count_12__reg_p_D_NOR2X0P5H7R_Y,1.2,6.207e-07,0.000e+00,6.940e-11,6.208e-07
count_26__NOR4X0P5H7R_A_Y_NAND3X0P5H7R_A_Y_NOR3X3H7R_A_B_NAND4BX1P4H7R_Y_AN_OR2X0P5H7R_Y,1.2,5.859e-07,0.000e+00,1.590e-10,5.860e-07
count_26__NOR4X0P5H7R_A_Y_NAND3X0P5H7R_A,1.2,5.635e-07,0.000e+00,4.098e-11,5.635e-07
count_5__reg_p_D_NOR2X0P5H7R_Y_B_XOR2X0P5H7R_Y_B_NAND2X0P5H7R_Y,1.2,5.583e-07,0.000e+00,4.933e-11,5.583e-07
count_4__reg_p_D_NOR2X0P5H7R_Y,1.2,4.654e-07,0.000e+00,6.887e-11,4.655e-07
count_0__reg_p_D_NOR2X0P5H7R_Y,1.2,4.342e-07,0.000e+00,6.893e-11,4.343e-07
led[0]_reg_p_D_MUXI2X0P5H7R_Y_B_NOR2X0P5H7R_Y,1.2,3.368e-07,0.000e+00,7.787e-11,3.369e-07
count_3__AND4X0P5H7R_D,1.2,3.223e-07,0.000e+00,9.653e-11,3.224e-07
rst_BUFX3H7R_A,1.2,2.877e-07,0.000e+00,2.638e-10,2.879e-07
led[3]_reg_p_D_MUX2X1P4H7R_Y_A_NOR2BX1H7R_Z,1.2,2.361e-07,0.000e+00,1.686e-10,2.362e-07
led[6]_reg_p_D_MUX2X1P4H7R_Y_A_NOR2BX1H7R_Z,1.2,2.361e-07,0.000e+00,1.686e-10,2.362e-07
led[5]_reg_p_D_MUX2X1P4H7R_Y_A_NOR2BX1H7R_Z,1.2,2.361e-07,0.000e+00,1.686e-10,2.362e-07
led[7]_reg_p_D_MUX2X1P4H7R_Y_A_NOR2BX1H7R_Z,1.2,2.361e-07,0.000e+00,1.686e-10,2.362e-07
led[4]_reg_p_D_MUX2X1P4H7R_Y_A_NOR2BX1H7R_Z,1.2,2.361e-07,0.000e+00,1.686e-10,2.362e-07
led[1]_reg_p_D_MUX2X1P4H7R_Y_A_NOR2BX1H7R_Z,1.2,2.361e-07,0.000e+00,1.686e-10,2.362e-07
led[3]_reg_p_D_MUX2X1P4H7R_Y_B_NOR2BX1H7R_Z,1.2,2.361e-07,0.000e+00,1.686e-10,2.362e-07
led[15]_reg_p_D_MUX2X1P4H7R_Y_B_NOR2BX1H7R_Z,1.2,2.360e-07,0.000e+00,1.686e-10,2.362e-07
led[8]_reg_p_D_MUX2X1P4H7R_Y_A_NOR2BX1H7R_Z,1.2,2.360e-07,0.000e+00,1.686e-10,2.362e-07
led[10]_reg_p_D_MUX2X0P5H7R_Y_A_NOR2BX1H7R_Z,1.2,2.360e-07,0.000e+00,1.686e-10,2.362e-07
led[11]_reg_p_D_MUX2X0P5H7R_Y_A_NOR2BX1H7R_Z,1.2,2.360e-07,0.000e+00,1.686e-10,2.362e-07
led[12]_reg_p_D_MUX2X0P5H7R_Y_A_NOR2BX1H7R_Z,1.2,2.360e-07,0.000e+00,1.686e-10,2.362e-07
led[13]_reg_p_D_MUX2X0P5H7R_Y_A_NOR2BX1H7R_Z,1.2,2.360e-07,0.000e+00,1.686e-10,2.362e-07
led[9]_reg_p_D_MUX2X0P5H7R_Y_A_NOR2BX1H7R_Z,1.2,2.360e-07,0.000e+00,1.686e-10,2.362e-07
led[15]_reg_p_D_MUX2X1P4H7R_Y_A_NOR2BX1H7R_Z,1.2,2.321e-07,0.000e+00,1.686e-10,2.323e-07
count_10__reg_p_D_NOR2X0P5H7R_Y_B_XNOR2X0P5H7R_Y_B_NOR3X0P5H7R_Y_A_NAND2X0P5H7R_Y,1.2,2.295e-07,0.000e+00,6.815e-11,2.295e-07
count_26__NOR4X0P5H7R_A_Y_AND4X0P5H7R_B_Y_AOAI211X0P5H7R_C0_A0_NOR4X0P5H7R_Y,1.2,2.281e-07,0.000e+00,4.573e-11,2.282e-07
count_30__NOR3X0P5H7R_A,1.2,2.274e-07,0.000e+00,6.253e-11,2.275e-07
count_26__NOR4X0P5H7R_A,1.2,1.879e-07,0.000e+00,4.573e-11,1.879e-07
count_20__reg_p_D_AOI21X2H7R_Y_A1_OR3X1P4H7R_Y_C_OR2X1P4H7R_B_A_INVX0P5H7R_Y,1.2,1.827e-07,0.000e+00,7.884e-11,1.827e-07
count_26__NOR4X0P5H7R_A_Y_NAND3X0P5H7R_A_Y_NOR3X3H7R_A_C_NAND3X0P5H7R_Y_B_NOR3X0P5H7R_Y,1.2,1.656e-07,0.000e+00,5.613e-11,1.657e-07
led[0]_reg_p_D_MUXI2X0P5H7R_Y_A_NOR2X0P5H7R_Y,1.2,1.066e-07,0.000e+00,6.923e-11,1.067e-07
count_24__NOR2X0P5H7R_A,1.2,1.049e-07,0.000e+00,6.923e-11,1.050e-07
count_26__NOR4X0P5H7R_A_Y_AND4X0P5H7R_B_A_INVX0P5H7R_Y,1.2,4.233e-08,0.000e+00,7.239e-11,4.240e-08
count_16__reg_p_D_NOR2X3H7R_Y_B_XNOR2X3H7R_Y_A_INVX0P5H7R_Y,1.2,3.907e-08,0.000e+00,7.239e-11,3.914e-08
count_26__NOR4X0P5H7R_A_Y_AND4X0P5H7R_B,1.2,2.656e-08,0.000e+00,9.639e-11,2.666e-08
count_23__reg_p,1.2,0.000e+00,0.000e+00,8.910e-10,8.910e-10
