Instance Name,Nominal Voltage,Internal Power,Switch Power,Leakage Power,Total Power
count_3__reg_p_D_NOR2X0P5H7L_Y_B_XOR2X0P5H7L_Y,1.08,6.091e-06,0.000e+00,7.904e-09,6.099e-06
count_12__NAND4X0P5H7L_A,1.08,6.032e-06,0.000e+00,3.787e-09,6.035e-06
count_19__reg_p_D_AOI21X1P4H7L_Y_A0_OAI21X0P5H7L_Y,1.08,5.953e-06,0.000e+00,3.808e-09,5.957e-06
count_7__NAND4X6H7L_C,1.08,5.088e-06,0.000e+00,9.778e-09,5.097e-06
count_16__reg_p_D_NOR2X3H7L_Y,1.08,4.933e-06,0.000e+00,6.068e-09,4.939e-06
count_8__reg_p_D_AOI21X0P5H7L_Y_A1_OR3X1H7L_Y,1.08,4.913e-06,0.000e+00,5.450e-09,4.918e-06
count_17__reg_p_D_AOI2XB1X1H7L_Y_A0_OAI21X0P5H7L_Y,1.08,4.812e-06,0.000e+00,3.809e-09,4.816e-06
count_7__reg_p_D_NOR2X0P5H7L_Y_B_XOR2X0P5H7L_Y_B_NAND4X0P5H7L_Y,1.08,4.499e-06,0.000e+00,3.706e-09,4.502e-06
count_6__reg_p_D_NOR2X0P5H7L_Y_B_XOR2X0P5H7L_Y,1.08,4.413e-06,0.000e+00,7.899e-09,4.421e-06
count_22__reg_p_D_AOI2BB1X1P4H7L_Y,1.08,4.257e-06,0.000e+00,6.336e-09,4.263e-06
count_2__reg_p_D_NOR2X0P5H7L_Y_B_XOR2X0P5H7L_Y,1.08,4.018e-06,0.000e+00,7.917e-09,4.026e-06
count_22__reg_p_D_AOI2BB1X1P4H7L_Y_A1N_NOR3BX1P4H7L_Y,1.08,3.877e-06,0.000e+00,6.132e-09,3.883e-06
count_12__NAND4X0P5H7L_A_Y_OR4X3H7L_C_D_NAND4X0P5H7L_Y,1.08,3.602e-06,0.000e+00,3.861e-09,3.606e-06
count_8__reg_p_D_AOI21X0P5H7L_Y,1.08,3.483e-06,0.000e+00,3.867e-09,3.487e-06
count_18__reg_p_D_AOI2XB1X1H7L_Y_A1N_NOR3X1P4H7L_Y,1.08,3.299e-06,0.000e+00,4.429e-09,3.303e-06
count_26__NOR4X0P5H7L_A_Y_NAND3X0P5H7L_A_Y_NOR3X3H7L_A,1.08,3.245e-06,0.000e+00,6.967e-09,3.252e-06
count_1__reg_p,1.08,2.933e-06,0.000e+00,2.074e-08,2.954e-06
count_6__reg_p,1.08,2.932e-06,0.000e+00,2.075e-08,2.953e-06
count_5__reg_p,1.08,2.932e-06,0.000e+00,2.074e-08,2.953e-06
count_2__reg_p,1.08,2.932e-06,0.000e+00,2.075e-08,2.953e-06
count_8__reg_p,1.08,2.931e-06,0.000e+00,2.082e-08,2.952e-06
count_7__reg_p,1.08,2.931e-06,0.000e+00,2.075e-08,2.952e-06
count_3__reg_p,1.08,2.931e-06,0.000e+00,2.075e-08,2.952e-06
count_10__reg_p,1.08,2.931e-06,0.000e+00,2.072e-08,2.952e-06
count_11__reg_p,1.08,2.929e-06,0.000e+00,2.082e-08,2.950e-06
count_9__reg_p,1.08,2.929e-06,0.000e+00,2.071e-08,2.950e-06
count_14__reg_p,1.08,2.929e-06,0.000e+00,2.070e-08,2.950e-06
count_17__reg_p,1.08,2.929e-06,0.000e+00,2.072e-08,2.949e-06
count_18__reg_p,1.08,2.927e-06,0.000e+00,2.073e-08,2.948e-06
count_13__reg_p,1.08,2.927e-06,0.000e+00,2.070e-08,2.948e-06
count_12__reg_p,1.08,2.927e-06,0.000e+00,2.070e-08,2.947e-06
count_16__reg_p,1.08,2.926e-06,0.000e+00,2.076e-08,2.947e-06
count_15__reg_p,1.08,2.924e-06,0.000e+00,2.082e-08,2.945e-06
count_19__reg_p,1.08,2.924e-06,0.000e+00,2.082e-08,2.945e-06
count_21__reg_p,1.08,2.922e-06,0.000e+00,2.082e-08,2.943e-06
count_20__reg_p,1.08,2.922e-06,0.000e+00,2.082e-08,2.942e-06
count_22__reg_p,1.08,2.918e-06,0.000e+00,2.071e-08,2.939e-06
led[0]_reg_p,1.08,2.914e-06,0.000e+00,2.097e-08,2.935e-06
led[1]_reg_p,1.08,2.909e-06,0.000e+00,2.069e-08,2.930e-06
led[15]_reg_p,1.08,2.793e-06,0.000e+00,2.068e-08,2.813e-06
led[4]_reg_p,1.08,2.788e-06,0.000e+00,2.068e-08,2.809e-06
led[6]_reg_p,1.08,2.788e-06,0.000e+00,2.068e-08,2.809e-06
led[7]_reg_p,1.08,2.788e-06,0.000e+00,2.068e-08,2.809e-06
led[14]_reg_p,1.08,2.788e-06,0.000e+00,2.068e-08,2.809e-06
led[8]_reg_p,1.08,2.788e-06,0.000e+00,2.068e-08,2.809e-06
led[13]_reg_p,1.08,2.788e-06,0.000e+00,2.068e-08,2.809e-06
led[9]_reg_p,1.08,2.788e-06,0.000e+00,2.068e-08,2.809e-06
led[12]_reg_p,1.08,2.788e-06,0.000e+00,2.068e-08,2.809e-06
led[11]_reg_p,1.08,2.788e-06,0.000e+00,2.068e-08,2.809e-06
led[3]_reg_p,1.08,2.788e-06,0.000e+00,2.068e-08,2.809e-06
led[2]_reg_p,1.08,2.788e-06,0.000e+00,2.068e-08,2.809e-06
led[10]_reg_p,1.08,2.788e-06,0.000e+00,2.068e-08,2.809e-06
led[5]_reg_p,1.08,2.788e-06,0.000e+00,2.068e-08,2.809e-06
count_15__reg_p_D_AOI21X0P5H7L_Y,1.08,2.805e-06,0.000e+00,3.867e-09,2.809e-06
count_11__reg_p_D_AOI21X0P5H7L_Y,1.08,2.754e-06,0.000e+00,3.867e-09,2.758e-06
count_4__reg_p,1.08,2.692e-06,0.000e+00,2.069e-08,2.713e-06
count_0__reg_p,1.08,2.557e-06,0.000e+00,2.068e-08,2.578e-06
count_26__NOR4X0P5H7L_A_Y_NAND3X0P5H7L_A_Y_NOR3X3H7L_A_C_NAND3X0P5H7L_Y,1.08,2.565e-06,0.000e+00,3.472e-09,2.569e-06
count_26__NOR4X0P5H7L_A_Y_AND4X0P5H7L_B_Y_AOAI211X0P5H7L_C0,1.08,2.548e-06,0.000e+00,4.327e-09,2.553e-06
count_13__reg_p_D_NOR2X0P5H7L_Y_B_XNOR2X0P5H7L_Y_B_NOR4X0P5H7L_Y_D_NAND3X0P5H7L_Y,1.08,2.544e-06,0.000e+00,3.461e-09,2.547e-06
count_19__reg_p_D_AOI21X1P4H7L_Y_A1_OR3X1P4H7L_Y_B_NAND3X0P5H7L_Y,1.08,2.534e-06,0.000e+00,3.476e-09,2.538e-06
led[0]_reg_p_D_MUXI2X0P5H7L_Y,1.08,2.506e-06,0.000e+00,7.960e-09,2.514e-06
count_17__reg_p_D_AOI2XB1X1H7L_Y_A1N_NOR3X1P4H7L_Y,1.08,2.396e-06,0.000e+00,4.467e-09,2.401e-06
count_3__reg_p_D_NOR2X0P5H7L_Y_B_XOR2X0P5H7L_Y_B_NAND3X0P5H7L_Y,1.08,2.382e-06,0.000e+00,3.482e-09,2.386e-06
count_5__reg_p_D_NOR2X0P5H7L_Y_B_XOR2X0P5H7L_Y,1.08,2.282e-06,0.000e+00,7.933e-09,2.290e-06
count_15__reg_p_D_AOI21X0P5H7L_Y_A1_NAND3BX0P5H7L_Y,1.08,2.269e-06,0.000e+00,4.652e-09,2.273e-06
count_26__NOR4X0P5H7L_A_Y_AND4X0P5H7L_B_Y_AOAI211X0P5H7L_C0_A1_OAI2BB1X0P5H7L_Y_B0_OA31X1H7L_Y,1.08,2.240e-06,0.000e+00,5.771e-09,2.246e-06
count_1__reg_p_D_NOR2X0P5H7L_Y_B_XNOR2X0P5H7L_Y,1.08,2.206e-06,0.000e+00,7.830e-09,2.214e-06
count_14__reg_p_D_NOR2X0P5H7L_Y_B_XNOR2X0P5H7L_Y,1.08,2.133e-06,0.000e+00,7.870e-09,2.140e-06
count_11__reg_p_D_AOI21X0P5H7L_Y_A1_NAND3BX0P5H7L_Y,1.08,2.103e-06,0.000e+00,4.665e-09,2.108e-06
led[1]_reg_p_D_MUX2X1P4H7L_Y,1.08,2.080e-06,0.000e+00,7.971e-09,2.088e-06
count_26__NOR4X0P5H7L_A_Y_NAND3X0P5H7L_A_Y_NOR3X3H7L_A_B_NAND4BX1P4H7L_Y_C_NOR4X0P5H7L_Y,1.08,2.021e-06,0.000e+00,4.303e-09,2.025e-06
count_13__reg_p_D_NOR2X0P5H7L_Y_B_XNOR2X0P5H7L_Y,1.08,1.882e-06,0.000e+00,7.870e-09,1.890e-06
count_26__NOR4X0P5H7L_A_Y_NAND3X0P5H7L_A_Y_NOR3X3H7L_A_B_NAND4BX1P4H7L_Y_D_NOR4X0P5H7L_Y,1.08,1.842e-06,0.000e+00,4.341e-09,1.846e-06
count_9__reg_p_D_NOR2X0P5H7L_Y_B_XNOR2X0P5H7L_Y,1.08,1.827e-06,0.000e+00,7.860e-09,1.835e-06
count_10__reg_p_D_NOR2X0P5H7L_Y_B_XNOR2X0P5H7L_Y,1.08,1.822e-06,0.000e+00,7.851e-09,1.829e-06
led[2]_reg_p_D_MUX2X1P4H7L_Y,1.08,1.748e-06,0.000e+00,7.975e-09,1.756e-06
count_26__NOR4X0P5H7L_A_Y_NAND3X0P5H7L_A_Y_NOR3X3H7L_A_C_NAND3X0P5H7L_Y_C_NOR4X0P5H7L_Y,1.08,1.748e-06,0.000e+00,4.381e-09,1.753e-06
count_12__reg_p_D_NOR2X0P5H7L_Y_B_XNOR2X0P5H7L_Y,1.08,1.745e-06,0.000e+00,7.866e-09,1.753e-06
count_6__reg_p_D_NOR2X0P5H7L_Y_B_XOR2X0P5H7L_Y_B_NAND3X0P5H7L_Y,1.08,1.668e-06,0.000e+00,3.590e-09,1.671e-06
count_26__NOR4X0P5H7L_A_Y_AND4X0P5H7L_B_Y_AOAI211X0P5H7L_C0_Y_BUFX3H7L_A,1.08,1.611e-06,0.000e+00,6.240e-09,1.618e-06
count_13__reg_p_D_NOR2X0P5H7L_Y_B_XNOR2X0P5H7L_Y_B_NOR4X0P5H7L_Y_D_NOR4X1P4H7L_C,1.08,1.579e-06,0.000e+00,5.095e-09,1.584e-06
led[15]_reg_p_D_MUX2X0P5H7L_Y,1.08,1.557e-06,0.000e+00,7.320e-09,1.564e-06
led[10]_reg_p_D_MUX2X0P5H7L_Y,1.08,1.554e-06,0.000e+00,7.320e-09,1.562e-06
led[11]_reg_p_D_MUX2X0P5H7L_Y,1.08,1.554e-06,0.000e+00,7.320e-09,1.562e-06
led[8]_reg_p_D_MUX2X0P5H7L_Y,1.08,1.554e-06,0.000e+00,7.320e-09,1.562e-06
led[7]_reg_p_D_MUX2X0P5H7L_Y,1.08,1.554e-06,0.000e+00,7.320e-09,1.562e-06
led[4]_reg_p_D_MUX2X0P5H7L_Y,1.08,1.554e-06,0.000e+00,7.320e-09,1.562e-06
led[6]_reg_p_D_MUX2X0P5H7L_Y,1.08,1.554e-06,0.000e+00,7.320e-09,1.562e-06
led[5]_reg_p_D_MUX2X0P5H7L_Y,1.08,1.554e-06,0.000e+00,7.320e-09,1.562e-06
led[12]_reg_p_D_MUX2X0P5H7L_Y,1.08,1.554e-06,0.000e+00,7.320e-09,1.562e-06
led[13]_reg_p_D_MUX2X0P5H7L_Y,1.08,1.554e-06,0.000e+00,7.320e-09,1.562e-06
led[14]_reg_p_D_MUX2X0P5H7L_Y,1.08,1.554e-06,0.000e+00,7.320e-09,1.562e-06
led[9]_reg_p_D_MUX2X0P5H7L_Y,1.08,1.554e-06,0.000e+00,7.320e-09,1.562e-06
led[3]_reg_p_D_MUX2X0P5H7L_Y,1.08,1.554e-06,0.000e+00,7.320e-09,1.562e-06
count_26__NOR4X0P5H7L_A_Y_AND4X0P5H7L_B_Y_AOAI211X0P5H7L_C0_B0_AOAI211X0P5H7L_Y,1.08,1.427e-06,0.000e+00,4.374e-09,1.432e-06
count_8__reg_p_D_AOI21X0P5H7L_Y_A0_OAI21X0P5H7L_Y,1.08,1.368e-06,0.000e+00,3.809e-09,1.372e-06
count_26__NOR4X0P5H7L_A_Y_NAND3X0P5H7L_A_Y_NOR3X3H7L_A_C_NAND3X0P5H7L_Y_A_NOR3X0P5H7L_Y,1.08,1.347e-06,0.000e+00,3.726e-09,1.351e-06
count_26__NOR4X0P5H7L_A_Y_AND4X0P5H7L_B_Y_AOAI211X0P5H7L_C0_A1_OAI2BB1X0P5H7L_Y_A1N_OAI211X1H7L_Y,1.08,1.216e-06,0.000e+00,4.389e-09,1.220e-06
count_26__NOR4X0P5H7L_A_Y_NAND3X0P5H7L_A_Y_NOR3X3H7L_A_B_NAND4BX1P4H7L_Y_B_NOR3X0P5H7L_Y,1.08,1.181e-06,0.000e+00,3.725e-09,1.184e-06
count_13__reg_p_D_NOR2X0P5H7L_Y_B_XNOR2X0P5H7L_Y_B_NOR4X0P5H7L_Y_D_NOR4X1P4H7L_C_D_NAND3X0P5H7L_Y,1.08,1.172e-06,0.000e+00,3.455e-09,1.175e-06
count_26__NOR4X0P5H7L_A_Y_AND4X0P5H7L_B_Y_AOAI211X0P5H7L_C0_A1_OAI2BB1X0P5H7L_Y,1.08,1.089e-06,0.000e+00,4.950e-09,1.094e-06
count_7__reg_p_D_NOR2X0P5H7L_Y,1.08,9.745e-07,0.000e+00,3.506e-09,9.780e-07
count_13__reg_p_D_NOR2X0P5H7L_Y_B_XNOR2X0P5H7L_Y_B_NOR4X0P5H7L_Y,1.08,9.630e-07,0.000e+00,4.793e-09,9.678e-07
count_3__reg_p_D_NOR2X0P5H7L_Y,1.08,9.501e-07,0.000e+00,3.506e-09,9.536e-07
count_12__reg_p_D_NOR2X0P5H7L_Y_B_XNOR2X0P5H7L_Y_B_NOR4X0P5H7L_Y,1.08,8.780e-07,0.000e+00,4.752e-09,8.827e-07
count_18__reg_p_D_AOI2XB1X1H7L_Y_A1N_NOR3X1P4H7L_Y_B_NAND2X0P5H7L_Y,1.08,8.637e-07,0.000e+00,3.142e-09,8.669e-07
count_12__reg_p_D_NOR2X0P5H7L_Y_B_XNOR2X0P5H7L_Y_B_NOR4X0P5H7L_Y_D_NAND2X0P5H7L_Y,1.08,8.402e-07,0.000e+00,3.207e-09,8.434e-07
count_6__reg_p_D_NOR2X0P5H7L_Y,1.08,7.844e-07,0.000e+00,3.508e-09,7.879e-07
count_2__reg_p_D_NOR2X0P5H7L_Y_B_XOR2X0P5H7L_Y_B_NAND2X0P5H7L_Y,1.08,7.844e-07,0.000e+00,3.091e-09,7.875e-07
count_9__reg_p_D_NOR2X0P5H7L_Y_B_XNOR2X0P5H7L_Y_B_NOR3BX0P5H7L_Y,1.08,7.610e-07,0.000e+00,5.697e-09,7.667e-07
count_2__reg_p_D_NOR2X0P5H7L_Y,1.08,7.598e-07,0.000e+00,3.508e-09,7.633e-07
count_11__reg_p_D_AOI21X0P5H7L_Y_A0_OAI2BB1X0P5H7L_Y,1.08,7.290e-07,0.000e+00,4.904e-09,7.339e-07
count_15__reg_p_D_AOI21X0P5H7L_Y_A0_OAI2BB1X0P5H7L_Y,1.08,6.735e-07,0.000e+00,4.892e-09,6.784e-07
count_4__reg_p_D_NOR2X0P5H7L_Y_B_XNOR2X0P5H7L_Y,1.08,6.092e-07,0.000e+00,7.890e-09,6.171e-07
count_29__reg_p,1.08,5.817e-07,0.000e+00,2.081e-08,6.025e-07
count_25__reg_p,1.08,5.817e-07,0.000e+00,2.081e-08,6.025e-07
count_28__reg_p,1.08,5.816e-07,0.000e+00,2.081e-08,6.024e-07
count_31__reg_p,1.08,5.815e-07,0.000e+00,2.081e-08,6.024e-07
count_26__reg_p,1.08,5.815e-07,0.000e+00,2.081e-08,6.023e-07
count_27__reg_p,1.08,5.815e-07,0.000e+00,2.081e-08,6.023e-07
count_30__reg_p,1.08,5.815e-07,0.000e+00,2.081e-08,6.023e-07
count_24__reg_p,1.08,5.814e-07,0.000e+00,2.081e-08,6.023e-07
count_5__reg_p_D_NOR2X0P5H7L_Y,1.08,5.815e-07,0.000e+00,3.521e-09,5.851e-07
led[1]_reg_p_D_MUX2X1P4H7L_Y_B_NOR2BX1H7L_Z,1.08,5.694e-07,0.000e+00,4.921e-09,5.743e-07
count_10__reg_p_D_NOR2X0P5H7L_Y_B_XNOR2X0P5H7L_Y_B_NOR3X0P5H7L_Y,1.08,5.669e-07,0.000e+00,4.016e-09,5.709e-07
count_1__reg_p_D_NOR2X0P5H7L_Y,1.08,5.562e-07,0.000e+00,3.522e-09,5.597e-07
count_14__reg_p_D_NOR2X0P5H7L_Y,1.08,5.052e-07,0.000e+00,3.560e-09,5.087e-07
count_10__reg_p_D_NOR2X0P5H7L_Y,1.08,4.955e-07,0.000e+00,3.542e-09,4.990e-07
count_9__reg_p_D_NOR2X0P5H7L_Y,1.08,4.879e-07,0.000e+00,3.550e-09,4.914e-07
count_13__reg_p_D_NOR2X0P5H7L_Y,1.08,4.835e-07,0.000e+00,3.560e-09,4.871e-07
count_12__reg_p_D_NOR2X0P5H7L_Y,1.08,4.747e-07,0.000e+00,3.556e-09,4.782e-07
count_26__NOR4X0P5H7L_A_Y_NAND3X0P5H7L_A_Y_NOR3X3H7L_A_B_NAND4BX1P4H7L_Y_AN_OR2X0P5H7L_Y,1.08,4.446e-07,0.000e+00,4.465e-09,4.491e-07
count_26__NOR4X0P5H7L_A_Y_NAND3X0P5H7L_A,1.08,4.265e-07,0.000e+00,3.588e-09,4.301e-07
count_5__reg_p_D_NOR2X0P5H7L_Y_B_XOR2X0P5H7L_Y_B_NAND2X0P5H7L_Y,1.08,4.221e-07,0.000e+00,2.728e-09,4.248e-07
count_4__reg_p_D_NOR2X0P5H7L_Y,1.08,3.559e-07,0.000e+00,3.577e-09,3.595e-07
count_0__reg_p_D_NOR2X0P5H7L_Y,1.08,3.302e-07,0.000e+00,3.580e-09,3.338e-07
led[0]_reg_p_D_MUXI2X0P5H7L_Y_B_NOR2X0P5H7L_Y,1.08,2.616e-07,0.000e+00,3.476e-09,2.651e-07
count_3__AND4X0P5H7L_D,1.08,2.426e-07,0.000e+00,6.042e-09,2.486e-07
led[1]_reg_p_D_MUX2X1P4H7L_Y_A_NOR2BX1H7L_Z,1.08,1.828e-07,0.000e+00,5.042e-09,1.879e-07
led[3]_reg_p_D_MUX2X0P5H7L_Y_B_NOR2BX1H7L_Z,1.08,1.828e-07,0.000e+00,5.042e-09,1.878e-07
led[15]_reg_p_D_MUX2X0P5H7L_Y_B_NOR2BX1H7L_Z,1.08,1.828e-07,0.000e+00,5.042e-09,1.878e-07
led[4]_reg_p_D_MUX2X0P5H7L_Y_A_NOR2BX1H7L_Z,1.08,1.828e-07,0.000e+00,5.042e-09,1.878e-07
led[7]_reg_p_D_MUX2X0P5H7L_Y_A_NOR2BX1H7L_Z,1.08,1.828e-07,0.000e+00,5.042e-09,1.878e-07
led[6]_reg_p_D_MUX2X0P5H7L_Y_A_NOR2BX1H7L_Z,1.08,1.828e-07,0.000e+00,5.042e-09,1.878e-07
led[8]_reg_p_D_MUX2X0P5H7L_Y_A_NOR2BX1H7L_Z,1.08,1.828e-07,0.000e+00,5.042e-09,1.878e-07
led[5]_reg_p_D_MUX2X0P5H7L_Y_A_NOR2BX1H7L_Z,1.08,1.828e-07,0.000e+00,5.042e-09,1.878e-07
led[11]_reg_p_D_MUX2X0P5H7L_Y_A_NOR2BX1H7L_Z,1.08,1.828e-07,0.000e+00,5.042e-09,1.878e-07
led[3]_reg_p_D_MUX2X0P5H7L_Y_A_NOR2BX1H7L_Z,1.08,1.828e-07,0.000e+00,5.042e-09,1.878e-07
led[13]_reg_p_D_MUX2X0P5H7L_Y_A_NOR2BX1H7L_Z,1.08,1.828e-07,0.000e+00,5.042e-09,1.878e-07
led[12]_reg_p_D_MUX2X0P5H7L_Y_A_NOR2BX1H7L_Z,1.08,1.828e-07,0.000e+00,5.042e-09,1.878e-07
led[10]_reg_p_D_MUX2X0P5H7L_Y_A_NOR2BX1H7L_Z,1.08,1.828e-07,0.000e+00,5.042e-09,1.878e-07
led[9]_reg_p_D_MUX2X0P5H7L_Y_A_NOR2BX1H7L_Z,1.08,1.828e-07,0.000e+00,5.042e-09,1.878e-07
led[15]_reg_p_D_MUX2X0P5H7L_Y_A_NOR2BX1H7L_Z,1.08,1.796e-07,0.000e+00,5.042e-09,1.846e-07
count_26__NOR4X0P5H7L_A_Y_AND4X0P5H7L_B_Y_AOAI211X0P5H7L_C0_A0_NOR4X0P5H7L_Y,1.08,1.754e-07,0.000e+00,4.780e-09,1.802e-07
count_30__NOR3X0P5H7L_A,1.08,1.731e-07,0.000e+00,3.785e-09,1.769e-07
count_10__reg_p_D_NOR2X0P5H7L_Y_B_XNOR2X0P5H7L_Y_B_NOR3X0P5H7L_Y_A_NAND2X0P5H7L_Y,1.08,1.733e-07,0.000e+00,3.366e-09,1.767e-07
count_26__NOR4X0P5H7L_A,1.08,1.440e-07,0.000e+00,4.780e-09,1.488e-07
count_20__reg_p_D_AOI21X2H7L_Y_A1_OR3X1P4H7L_Y_C_OR2X1P4H7L_B_A_INVX0P5H7L_Y,1.08,1.398e-07,0.000e+00,3.215e-09,1.430e-07
rst_BUFX1P4H7L_A,1.08,1.362e-07,0.000e+00,4.779e-09,1.409e-07
count_26__NOR4X0P5H7L_A_Y_NAND3X0P5H7L_A_Y_NOR3X3H7L_A_C_NAND3X0P5H7L_Y_B_NOR3X0P5H7L_Y,1.08,1.265e-07,0.000e+00,4.016e-09,1.305e-07
led[0]_reg_p_D_MUXI2X0P5H7L_Y_A_NOR2X0P5H7L_Y,1.08,8.282e-08,0.000e+00,3.567e-09,8.639e-08
count_24__NOR2X0P5H7L_A,1.08,8.057e-08,0.000e+00,3.567e-09,8.414e-08
count_26__NOR4X0P5H7L_A_Y_AND4X0P5H7L_B_A_INVX0P5H7L_Y,1.08,3.335e-08,0.000e+00,3.106e-09,3.645e-08
count_16__reg_p_D_NOR2X3H7L_Y_B_XNOR2X1P4H7L_Y_A_INVX0P5H7L_Y,1.08,2.998e-08,0.000e+00,3.106e-09,3.308e-08
count_26__NOR4X0P5H7L_A_Y_AND4X0P5H7L_B,1.08,1.995e-08,0.000e+00,6.057e-09,2.601e-08
count_23__reg_p,1.08,0.000e+00,0.000e+00,2.134e-08,2.134e-08
count_31__reg_p_D_TIELOH7L_Z,1.08,0.000e+00,0.000e+00,1.798e-09,1.798e-09
